block, chapter, number, hash, fname, status, skill, comment
Accumulation, integration, "36.01", "DkoUjX", "Exercises/calf-know-painting.Rmd", passed, skill, DD32
Accumulation, integration, "36.02", "LCKEs","Exercises/three-perspectives.Rmd", passed, skill, comment
Accumulation, integration, "36.03", "gDSeX","Exercises/first-fundamental-theorem.Rmd", passed, skill, comment
Accumulation, integration, "36.04", "DKwksA","Exercises/heat-engine.Rmd", passed, skill, comment
Accumulation, integration, "36.05", "ikgl","Exercises/wind-power.Rmd", passed, skill, comment
Accumulation, integration, "36.06", "JKLes","Exercises/u-on-the-bottom.Rmd", passed, skill, comment
Accumulation, integration, "36.07", "Hd5zsE", "Exercises/panda-tear-cotton.Rmd", passed, skill, NEED to integrate the app
Accumulation, integration, "36.08", "Rr2ds","Exercises/ups-and-downs.Rmd", passed, skill, comment
Accumulation, integration, "36.09", "JY3tYv", "Exercises/ape-lie-coat.Rmd", passed, "Sc-Cal-403ai", comment
Accumulation, integration, "36.10", "aBNbzM", "Exercises/seaweed-bend-socks.Rmd", passed, "Sc-Cal-403", DD34
Accumulation, integration, "36.11", "AMqazT", "Exercises/buck-forgive-canoe.Rmd", passed, "App-Cal-403s", DD34
Accumulation, integration, "36.12", "dquIPy", "Exercises/horse-drive-futon.Rmd", passed, "Integration-from-graph", solar power
Accumulation, integration, "36.99", "lHzr6j", "Exercises/squirrel-hear-sheet.Rmd", raw, skill, Gini coefficient
Accumulation, euler, "37.01", "ady5Fh", "Exercises/monkey-light-stove.Rmd", passed, skill, comment
Accumulation, euler, "37.02", "CCwWGB", "Exercises/tiger-tug-shoe.Rmd", passed, skill, add picture of the app
Accumulation, euler, "37.03", "rk5PPK", "Exercises/seahorse-choose-canoe.Rmd", passed, skill, DD32
Accumulation, euler, "37.04", "9W6VB", "Exercises/euler-step.Rmd", passed, skill, comment
Accumulation, euler, "37.05", "3IU9R", "Exercises/cumsum.Rmd", passed, skill, comment
Accumulation, euler, "37.06", "ljCxcH", "Exercises/rhinosaurus-mute-tv.Rmd", passed, skill, comment
Accumulation, euler, "37.07", "rfO0EG", "Exercises/falcon-hurt-pot.Rmd", passed, skill, comment
Accumulation, euler, "37.08", "fdwgtF", "Exercises/ape-bite-sheet.Rmd", passed, skill, comment
Accumulation, symbolic, "38.01", "HoQaaq", "Exercises/owl-give-closet.Rmd", passed, skill, comment
Accumulation, symbolic, "38.02", "1qDQZz", "Exercises/bird-hold-jacket.Rmd", passed, skill, comment
Accumulation, symbolic, "38.03", "tqtL4c", "Exercises/fir-chew-ship.Rmd", passed, "Sc-Cal-403", comment
Accumulation, symbolic, "38.04", "eE0ah9", "Exercises/fawn-spend-futon.Rmd", passed, "Sc-Cal-403", comment
Accumulation, symbolic, "38.05", "mlrMfA", "Exercises/fly-tell-drawer.Rmd", passed, "Sc-Cal-403", comment
Accumulation, symbolic, "38.06", "YMuG92", "Exercises/chicken-cost-coat.Rmd", passed, skill, comment
Accumulation, symbolic, "38.07", "Y7ecmI", "Exercises/frog-pitch-clock.Rmd", passed, skill, comment
Accumulation, symbolic, "38.08", "LPlcgV", "Exercises/lamb-mean-pan.Rmd", passed, skill, comment
Accumulation, symbolic, "38.09", "v1ktnB", "Exercises/wolf-speak-oven.Rmd", passed, skill, comment
Accumulation, symbolic, "38.10", "gzLEo6", "Exercises/aspen-give-canoe.Rmd", passed, skill, comment
Accumulation, symbolic, "38.11", "4vJNnj", "Exercises/rhinosaurus-beat-screen.Rmd", passed, skill, comment
Accumulation, symbolic, "38.12", "LpYZy4", "Exercises/crow-eat-bottle.Rmd", passed, skill, comment
Accumulation, symbolic, "38.13", "Wo7Elt", "Exercises/pine-sing-scarf.Rmd", passed, skill, comment
Accumulation, symbolic, "38.14", "A0u94a", "Exercises/shark-dive-hamper.Rmd", passed, skill, comment
Accumulation, symbolic, "38.15", "xVaQOh", "Exercises/wolf-jump-sofa.Rmd", passed, skill, comment
Accumulation, symbolic, "38.16", "kay2zx", "Exercises/pine-fight-painting.Rmd", passed, skill, comment
Accumulation, symbolic, "38.17", "nef1lB", "Exercises/cat-go-window.Rmd", passed, skill, comment
Accumulation, symbolic, "38.18", "f6C4Ia", "Exercises/wolf-come-room.Rmd", passed, skill, table of integrals
Dynamics, diffeq, "39.01", "OojcwF", "Exercises/bear-blow-kayak.Rmd", passed, "G-MC8XJ", comment
Dynamics, diffeq, "39.03", "frkSBa", "Exercises/rat-find-closet.Rmd", passed, "D-93XWJ", comment
Dynamics, diffeq, "39.05", "wZsrpW", "Exercises/seaweed-jump-sofa.Rmd", passed, "X-MO2V8 X-KZLDP", comment
Dynamics, diffeq, "39.07", "PZjVAc", "Exercises/fish-burn-fridge.Rmd", passed, "D-93XWJ", comment
Dynamics, diffeq, "39.09", "9x2tYm", "Exercises/squirrel-tell-chair.Rmd", passed, "X-KZLDP", comment
Dynamics, diffeq, "39.11", "34QnFG", "Exercises/cheetah-hit-chair.Rmd", passed, "D-93XWJ", comment
Dynamics, diffeq, "39.13", "x4CiKv", "Exercises/ant-keep-screen.Rmd", passed, "M-P1ZSV", comment
Dynamics, diffeq, "39.15", "gLXhdu", "Exercises/bird-trim-bulb.Rmd", passed, "N-O88YI", comment
Dynamics, diffeq, "39.17", "Amzsqx", "Exercises/sheep-chew-dish.Rmd", passed, "A-JD4OX", Greek letters
Dynamics, solutions, "40.01", "OpK42v", "Exercises/crocodile-dive-laundry.Rmd", passed, "O-TEOG4", comment
Dynamics, solutions, "40.03", "UgVtlJ", "Exercises/cat-bite-futon.Rmd", passed, "U-EJM13", comment
Dynamics, solutions, "40.05", "Z3Mq3G", "Exercises/rabbit-grow-candy.Rmd", passed, "N-9IU5J", comment
Dynamics, solutions, "40.06", "Ku1rfp", "Exercises/maple-beat-plate.Rmd", passed, "U-5PMG7", comment
Dynamics, solutions, "40.07", "tNLucT", "Exercises/fox-look-magnet.Rmd", passed, "U-5PMG7 V-4KF8Q K-LH9CX N-9IU5J", comment
Dynamics, solutions, "40.09", "jd6HE8", "Exercises/ape-grow-oven.Rmd", passed, skill, match-lighting model
Dynamics, solutions, "40.11", "5DVPWG", "Exercises/spruce-make-lamp.Rmd", passed, skill, add link to app
Dynamics, solutions, "40.13", "Ul19SO", "Exercises/turtle-show-sofa.Rmd", passed, skill, dt and quality of numerical solution
Dynamics, flows on the line, "41.01", "RdgPMo", "Exercises/maple-bring-plant.Rmd", passed, "V-YGS71 J-YOLEG", comment
Dynamics, flows on the line, "41.03", "aCMm4M", "Exercises/squirrel-break-tv.Rmd", passed, "J-YOLEG", comment
Dynamics, flows on the line, "41.05", "26PFIN", "Exercises/bird-meet-sheet.Rmd", passed, "F-QSK86 V-YGS71", comment
Dynamics, flows on the line, "41.07", "owYlop", "Exercises/finch-write-fridge.Rmd", passed, "X-MO2V8", comment
Dynamics, flows on the line, "41.09", "pgjnB1", "Exercises/giraffe-feel-blanket.Rmd", passed, "X-DE4WK", comment
Dynamics, flows on the line, "41.11", "kNlQjd", "Exercises/aspen-ride-knob.Rmd", passed, "L-ZPTTA", comment
Dynamics, flows on the line, "41.13", "a0w5RG", "Exercises/ape-stand-bowl.Rmd", passed, "N-O88YI", comment
Dynamics, flows on the line, "41.15", "EBO7nv", "Exercises/lamb-know-saucer.Rmd", passed, "L-ZPDIJ", comment
Dynamics, flows on the line, "41.17", "fFZUA5", "Exercises/doe-have-piano.Rmd", passed, "L-ZPDIJ", comment
Dynamics, flows on the line, "41.19", "136TO6", "Exercises/ash-look-sofa.Rmd", passed, "J-YOLEG", comment
Dynamics, flows on the line, "41.21", "cAKQiT", "Exercises/hamster-dive-window.Rmd", passed, "L-ZPDIJ", comment
Dynamics, flows on the line, "41.23", "L6hTUu", "Exercises/pine-win-oven.Rmd", passed, "V-YGS71", comment
Dynamics, flows on the line, "41.25", "61zaad", "Exercises/calf-dive-pot.Rmd", passed, "J-YOLEG V-YGS71", comment
Dynamics, flows on the line, "41.27", "qd50WJ", "Exercises/bird-grow-sheet.Rmd", passed, "J-YOLEG V-YGS71", comment
Dynamics, flows on the line, "41.29", "9qOKUM", "Exercises/spruce-fall-mug.Rmd", passed, skill, comment
Dynamics, flows on the line, "41.31", "FUIt1Q", "Exercises/spider-find-book.Rmd", failed, skill, draw a dynamical function
Dynamics, flows on the line, "41.33", "VCWRBs", "Exercises/seal-fly-socks.Rmd", passed, "J-YOLEG", comment
Dynamics, flows on the plane, "42.05", "ePqij6", "Exercises/finch-show-hamper.Rmd", passed, "N-SCL6M", comment
Dynamics, flows on the plane, "42.07", "3A3pMv", "Exercises/bee-wake-bottle.Rmd",passed, "N-SCL6M", comment
Dynamics, flows on the plane, "42.09", "KzgT1c", "Exercises/crow-find-sofa.Rmd", passed, "X-HGCV2", comment
Dynamics, flows on the plane, "42.11", "owE1WY", "Exercises/eagle-choose-mattress.Rmd",passed, "X-HGCV2", identifying nullclines
Dynamics, flows on the plane, "42.13", "3Ug3IH", "Exercises/cow-sharpen-table.Rmd", passed, "N-CB2LE", linearization of rabbit-fix system
Dynamics, flows on the plane, "42.15", "s5x504", "Exercises/bear-give-futon.Rmd", passed, "N-CB2LE", comment
Dynamics, flows on the plane, "42.17", "iRZfBY", "Exercises/walnut-tell-pot.Rmd", passed, skill, optimization by gradient ascent
Dynamics, modeling dynamics, "43.01", "trcQuC", "Exercises/owl-sell-radio.Rmd", passed, "X-LG744", comment
Dynamics, modeling dynamics, "43.02", "tzVzaH", "Exercises/puppy-take-pantry.Rmd", passed, "P-3LIKO", comment
Dynamics, modeling dynamics, "43.03", "3mU3qO", "Exercises/hamster-bend-sofa.Rmd", passed, "R-208IA", comment
Dynamics, modeling dynamics, "43.04", "BbcPyk", "Exercises/finch-look-dish.Rmd", passed, skill, details of dynamical function don't always matter
Dynamics, modeling dynamics, "43.90", "rom1Q6", "Exercises/fir-lie-tv.Rmd", raw, skill, comment
Dynamics, modeling dynamics, "43.05", "iCYry2", "Exercises/wolf-come-saucer.Rmd", failed, skill, comment
Dynamics, modeling dynamics, "43.06", "KkxELm", "Exercises/zebra-wake-shoe.Rmd", passed, "X-DE4WK N-CB2LE X-LG744 U-5PMG7", comment
Dynamics, modeling dynamics, "43.07", "I2JVMB", "Exercises/dolphin-go-cotton.Rmd", passed, "U-5PMG7 P-3LIKO", comment
Dynamics, modeling dynamics, "43.08", "uYXvfX", "Exercises/birch-bring-bed.Rmd", passed, "L-ZPDIJ dimensions", comment
Dynamics, modeling dynamics, "43.09", "4jkrKy", "Exercises/rhinosaurus-sharpen-knob.Rmd",passed, "L-ZPDIJ dimensions", comment
Dynamics, equilibrium and transient, "44.03", "adxrU4", "Exercises/fir-meet-shirt.Rmd", passed, "WP-103-16 G-PVCX5", comment
Dynamics, equilibrium and transient, "44.05", "EQTdTB", "Exercises/zebra-jump-drawer.Rmd", passed, "WP-103-16", comment
Dynamics, equilibrium and transient, "44.07", "O02eVU", "Exercises/owl-tear-fridge.Rmd", passed, "X-PWNTT", comment
Dynamics, equilibrium and transient, "44.09", "teoLnD", "Exercises/boy-leave-ship.Rmd", passed, "D-BRUPM", comment
Dynamics, eigenvalues and eigenvectors, "45.01", "uA9YI7", "Exercises/dog-rise-window.Rmd", passed, "WP-103-14", comment
Dynamics, eigenvalues and eigenvectors, "45.02", "OwCtGH", "Exercises/child-buy-drawer.Rmd", passed, "WP-103-14", comment
Dynamics, eigenvalues and eigenvectors, "45.03", "Rdc7vE", "Exercises/beech-ride-bowl.Rmd", passed, "D-BRUPM", comment
Dynamics, eigenvalues and eigenvectors, "45.04", "CUfA2c", "Exercises/kangaroo-wear-knife.Rmd", passed, "WP-103-16", comment
Dynamics, eigenvalues and eigenvectors, "45.05", "xkQnvD", "Exercises/spider-hide-cotton.Rmd", passed, "D-BRUPM X-DE4WK", comment
Dynamics, eigenvalues and eigenvectors, "45.06", "PD3CiZ", "Exercises/panda-teach-door.Rmd", passed, "WP-103-14", comment
Dynamics, eigenvalues and eigenvectors, "45.07", "7rxfID", "Exercises/wolf-tear-bowl.Rmd", MISSING, "D-BRUPM WP-103-16", comment
Dynamics, force-balance, "54.01", "P4xpYP", "Exercises/pine-bring-window.Rmd", passed, "T-ZO94U", comment
Dynamics, force-balance, "54.02", "Yn47ct", "Exercises/cat-sleep-door.Rmd", passed, "W-5ZT92", comment
Dynamics, force-balance, "54.03", "iX26Ra", "Exercises/falcon-have-mattress.Rmd", passed, "D-BRUPM", comment
Dynamics, force-balance, "54.04", "Pl64dp", "Exercises/deer-cost-door.Rmd", passed, "WP-103-14", comment
Dynamics, force-balance, "54.05", "JsRKvA", "Exercises/chicken-make-room.Rmd", passed, "D-BRUPM", comment
Dynamics, force-balance, "54.06", "CMBvRg", "Exercises/tiger-sharpen-fork.Rmd", passed, "F-189B3", comment
Dynamics, force-balance, "54.07", "N9iexG", "Exercises/chicken-say-lamp.Rmd", passed, "F-189B3", comment
Dynamics, force-balance, "54.08", "6OL44y", "Exercises/sheep-bend-sheet.Rmd", passed, "WP-103-14 P-7PXE3", comment
Dynamics, force-balance, "54.09", "IVEjiX", "Exercises/falcon-shut-hamper.Rmd", passed, "F-189B3", comment
Manifestations, operations,"48.01", "THpUtP", "Exercises/aspen-dig-ship.Rmd", passed, skill, comment
Manifestations, operations,"48.02", "ZRYTU3", "Exercises/water-sink-ship.Rmd", failed, skill, comment
Manifestations, operations,"48.03", "36xJU8", "Exercises/fish-ring-door.Rmd", passed, skill, comment
Manifestations, operations,"48.04", "6bX0Zx", "Exercises/kid-rise-coat.Rmd", passed, skill, comment
Manifestations, operations,"48.05", "gCKs9N", "Exercises/birch-wake-linen.Rmd", passed, skill, comment
Manifestations, operations,"48.06", "JBw8oV", "Exercises/snake-get-ring.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.01", "DP2hxD", "Exercises/ash-fly-canoe.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.03", "zp4ely", "Exercises/spruce-wear-drawer.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.05", "MQ1rZa", "Exercises/ant-lend-scarf.Rmd", passed, skill, integrate javascript app
Manifestations, data-driven functions,"49.07", "1YWZht", "Exercises/fish-swim-socks.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.09", "QQ4ulz", "Exercises/horse-wake-stove.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.11", "gryh1G", "Exercises/chicken-cut-gloves.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.13", "0aGEKY", "Exercises/frog-spend-plate.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.15", "hqLVA", "Exercises/frog-spend-plate2.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.17", "AYTrE", "Exercises/frog-spend-plate3.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.19", "ZGG7SO", "Exercises/reptile-stand-jacket.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.21", "Vru4NQ", "Exercises/rhinosaurus-mute-fridge.Rmd", failed, skill, comment
Manifestations, data-driven functions,"49.23", "N6z7nD", "Exercises/giraffe-trim-book.Rmd", raw, skill, comment
Manifestations, data-driven functions,"49.25", "lbroLt", "Exercises/doe-rise-vase.Rmd", passed, skill, comment
Manifestations, data-driven functions,"49.27", "PmYPik", "Exercises/monkey-keep-kitchen.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.02", "QXWRP8", "Exercises/ape-choose-closet.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.03", "QXWRP9", "Exercises/ape-choose-closet2.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.04", "rG11sg", "Exercises/rat-find-magnet.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.06", "2ZoCl8", "Exercises/dolphin-hang-sheet.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.08", "Mi2Ub1", "Exercises/zebra-find-dish.Rmd", failed, skill, comment
Manifestations, optimization and constraint,"50.10", "W11rG9", "Exercises/panda-go-kayak.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.12", "B7rG9", "Exercises/panda-go-kayak2.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.14", "VHn3UG", "Exercises/snake-walk-knife.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.16", "Yb6tVr", "Exercises/duck-tell-laundry.Rmd", failed, skill, comment
Manifestations, optimization and constraint,"50.18", "LiJkK2", "Exercises/cat-show-mug.Rmd", passed, skill, comment
Manifestations, optimization and constraint,"50.20", "h05BsT", "Exercises/crow-trim-laundry.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.01", "aoxjLV", "Exercises/kitten-pay-sheet.Rmd", passed, skill, densities all have area 1 
Manifestations, probability and evidence,"51.02", "nHCIMc", "Exercises/lamb-hear-roof.Rmd", raw, skill, comment
Manifestations, probability and evidence,"51.03", "ku4QGW", "Exercises/horse-cost-spoon.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.04", "uKHwI4", "Exercises/kitten-ring-plant.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.05", "HNJn9i", "Exercises/snake-hurt-candy.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.06", "3eLqIt", "Exercises/maple-come-rug.Rmd", failed, skill, comment
Manifestations, probability and evidence,"51.07", "PEAKVD", "Exercises/seahorse-catch-cotton.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.08", "xa6qsb", "Exercises/oak-hurt-ring.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.09", "1dG7W8", "Exercises/goat-sit-knob.Rmd", failed, skill, comment
Manifestations, probability and evidence,"51.10", "gOhIfR", "Exercises/birch-burn-piano.Rmd", passed, skill, comment
Manifestations, probability and evidence,"51.11", "Muhyz8", "Exercises/ape-hurt-fridge.Rmd", failed, skill, comment
Manifestations, probability and evidence,"51.12", "F7klxV", "Exercises/seal-tug-mattress.Rmd", passed, skill, cumulative probability density and life-expectancy at birth.
Manifestations, probability and evidence,"51.13", "uZLhZ0", "Exercises/seaweed-dig-cotton.Rmd", passed, skill, life expectancy and standard deviation
Manifestations, probability and evidence,"51.14", "CeN4GV", "Exercises/titmouse-read-chair.Rmd", failed, skill, comment
Manifestations, probability and evidence,"51.15", "ixpCg0", "Exercises/aspen-bet-roof.Rmd", failed, skill, comment
Manifestations, present value, "52.02", "YMoHRB", "Exercises/sheep-toss-roof.Rmd", passed, skill, comment
Manifestations, present value, "52.04", "Dg7Qxv", "Exercises/pig-hurt-closet.Rmd", passed, skill, comment
Manifestations, present value, "52.06", "paP4qf", "Exercises/cat-teach-kayak.Rmd", passed, skill, Powerball
Manifestations, present value, "52.08", "tm0XB4", "Exercises/octopus-toss-gloves.Rmd", passed, skill, NPV of social security benefits
Manifestations, present value, "52.10", "qgt0RV", "Exercises/kangaroo-find-magnet.Rmd", raw, skill, comment
Manifestations, mechanics, "53.01", "JJG2p2", "Exercises/beech-lead-saw.Rmd", raw, skill, comment
Manifestations, mechanics, "53.03", "M6TuxS", "Exercises/bear-hold-sofa.Rmd", raw, skill, comment
Manifestations, mechanics, "53.05", "qXhqT3", "Exercises/lobster-tug-knife.Rmd", raw, skill, comment
Manifestations, mechanics, "53.07", "gJ5vh0", "Exercises/seaweed-drink-sofa.Rmd", raw, skill, comment
Manifestations, mechanics, "53.09", "vuZtSr", "Exercises/chicken-meet-stove.Rmd", raw, skill, comment
Manifestations, mechanics, "53.11", "eQQ8HL", "Exercises/tiger-pitch-chair.Rmd", raw, skill, comment
Manifestations, mechanics, "53.13", "RPwX21", "Exercises/seahorse-get-pants.Rmd", raw, skill, comment
Manifestations, mechanics, "53.15", "SPNGyV", "Exercises/kitten-drive-book.Rmd", raw, skill, comment
Manifestations, mechanics, "53.17", "SSO6vF", "Exercises/fir-run-piano.Rmd", passed, skill, comment
